"Date","Location","Team","GF","GA","GF%","GA%","Sh%","Sv%","PP%","PK%","PenaltyTime","Final","Score"
"27.10.2018","Away","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","5"
"28.10.2018","Home","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","1"
"28.10.2018","Away","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","8"
"28.10.2018","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Win","3"
"28.10.2018","Away","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","2"
"28.10.2018","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","7"
"28.10.2018","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","4"
"28.10.2018","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","3"
"28.10.2018","Away","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Win","4"
"31.10.2018","Home","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","4"
"31.10.2018","Away","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Loss","3"
"01.11.2018","Home","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Loss","3"
"01.11.2018","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","8"
"02.11.2018","Home","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","3"
"02.11.2018","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Loss","0"
"02.11.2018","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","6"
"02.11.2018","Away","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","8"
"02.11.2018","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","9"
"02.11.2018","Away","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","1"
"02.11.2018","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","6"
"02.11.2018","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","5"
"02.11.2018","Home","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","4"
"02.11.2018","Away","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","2"
"02.11.2018","Home","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","4"
"02.11.2018","Away","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Win","5"
"04.11.2018","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","0"
"04.11.2018","Away","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","4"
"04.11.2018","Home","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","5"
"04.11.2018","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","4"
"04.11.2018","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","3"
"04.11.2018","Away","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","4"
"04.11.2018","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Loss","0"
"04.11.2018","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","3"
"04.11.2018","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","4"
"04.11.2018","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","1"
"04.11.2018","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","3"
"04.11.2018","Away","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","5"
"07.11.2018","Home","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","9"
"07.11.2018","Away","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","3"
"08.11.2018","Home","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","10"
"08.11.2018","Away","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Loss","3"
"09.11.2018","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","2"
"09.11.2018","Away","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","3"
"09.11.2018","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Loss","4"
"09.11.2018","Away","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","5"
"09.11.2018","Home","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","3"
"09.11.2018","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Loss","1"
"09.11.2018","Home","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Win","5"
"09.11.2018","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","4"
"09.11.2018","Home","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","4"
"09.11.2018","Away","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Win","9"
"10.11.2018","Home","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","1"
"10.11.2018","Away","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Win","6"
"10.11.2018","Home","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","6"
"10.11.2018","Away","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Loss","5"
"11.11.2018","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","3"
"11.11.2018","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Win","6"
"11.11.2018","Home","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","3"
"11.11.2018","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","2"
"11.11.2018","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Loss","0"
"11.11.2018","Away","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Win","6"
"14.11.2018","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","1"
"14.11.2018","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Win","4"
"15.11.2018","Home","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","5"
"15.11.2018","Away","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","3"
"16.11.2018","Home","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Loss","3"
"16.11.2018","Away","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","4"
"16.11.2018","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","5"
"16.11.2018","Away","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","6"
"16.11.2018","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","5"
"16.11.2018","Away","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","1"
"16.11.2018","Home","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","5"
"16.11.2018","Away","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","3"
"16.11.2018","Home","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","0"
"16.11.2018","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","12"
"22.11.2018","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Loss","3"
"22.11.2018","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","4"
"22.11.2018","Home","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","8"
"22.11.2018","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","2"
"23.11.2018","Home","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","9"
"23.11.2018","Away","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","2"
"23.11.2018","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Win","6"
"23.11.2018","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Loss","4"
"23.11.2018","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Loss","1"
"23.11.2018","Away","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","4"
"23.11.2018","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","6"
"23.11.2018","Away","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","7"
"23.11.2018","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","4"
"23.11.2018","Away","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","6"
"23.11.2018","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","4"
"23.11.2018","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","3"
"24.11.2018","Home","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Win","4"
"24.11.2018","Away","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","3"
"25.11.2018","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","5"
"25.11.2018","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Loss","1"
"25.11.2018","Home","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","3"
"25.11.2018","Away","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","4"
"25.11.2018","Home","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","10"
"25.11.2018","Away","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","3"
"25.11.2018","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","10"
"25.11.2018","Away","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Loss","5"
"25.11.2018","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Win","9"
"25.11.2018","Away","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","1"
"29.11.2018","Home","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Loss","3"
"29.11.2018","Away","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Win","4"
"30.11.2018","Home","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","3"
"30.11.2018","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","2"
"30.11.2018","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","3"
"30.11.2018","Away","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","1"
"30.11.2018","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","2"
"30.11.2018","Away","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","7"
"02.12.2018","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Win","4"
"02.12.2018","Away","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Loss","1"
"02.12.2018","Home","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","9"
"02.12.2018","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Loss","5"
"02.12.2018","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","5"
"02.12.2018","Away","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","2"
"02.12.2018","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","3"
"02.12.2018","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","2"
"02.12.2018","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Loss","5"
"02.12.2018","Away","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","6"
"05.12.2018","Home","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Loss","4"
"05.12.2018","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Win","5"
"06.12.2018","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Loss","4"
"06.12.2018","Away","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","10"
"06.12.2018","Home","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","2"
"06.12.2018","Away","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","10"
"06.12.2018","Home","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Loss","5"
"06.12.2018","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","7"
"07.12.2018","Home","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","7"
"07.12.2018","Away","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","4"
"07.12.2018","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Win","3"
"07.12.2018","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","1"
"07.12.2018","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","8"
"07.12.2018","Away","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","4"
"07.12.2018","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","1"
"07.12.2018","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","8"
"07.12.2018","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","6"
"07.12.2018","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","3"
"07.12.2018","Home","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Loss","4"
"07.12.2018","Away","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","5"
"09.12.2018","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","2"
"09.12.2018","Away","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","4"
"09.12.2018","Home","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Win","8"
"09.12.2018","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","1"
"09.12.2018","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","3"
"09.12.2018","Away","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Win","4"
"09.12.2018","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","6"
"09.12.2018","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Loss","5"
"09.12.2018","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","5"
"09.12.2018","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","2"
"12.12.2018","Home","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Loss","2"
"12.12.2018","Away","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","3"
"13.12.2018","Home","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Loss","1"
"13.12.2018","Away","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Win","3"
"14.12.2018","Home","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Loss","3"
"14.12.2018","Away","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","4"
"14.12.2018","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Win","6"
"14.12.2018","Away","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","3"
"14.12.2018","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","5"
"14.12.2018","Away","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Loss","4"
"14.12.2018","Home","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","4"
"14.12.2018","Away","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","0"
"14.12.2018","Home","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Win","3"
"14.12.2018","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Loss","1"
"14.12.2018","Home","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","2"
"14.12.2018","Away","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","4"
"15.12.2018","Home","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Win","10"
"15.12.2018","Away","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","2"
"16.12.2018","Home","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","4"
"16.12.2018","Away","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","5"
"16.12.2018","Home","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","4"
"16.12.2018","Away","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","5"
"16.12.2018","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Win","5"
"16.12.2018","Away","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Loss","3"
"16.12.2018","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","10"
"16.12.2018","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Loss","4"
"16.12.2018","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","2"
"16.12.2018","Away","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Win","4"
"16.12.2018","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","6"
"16.12.2018","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Loss","5"
"19.12.2018","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","1"
"19.12.2018","Away","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Win","6"
"20.12.2018","Home","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Win","4"
"20.12.2018","Away","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Loss","3"
"20.12.2018","Home","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Loss","3"
"20.12.2018","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Win","6"
"21.12.2018","Home","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","8"
"21.12.2018","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","5"
"21.12.2018","Home","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","6"
"21.12.2018","Away","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","3"
"21.12.2018","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","5"
"21.12.2018","Away","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Loss","4"
"21.12.2018","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","2"
"21.12.2018","Away","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","4"
"21.12.2018","Home","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","6"
"21.12.2018","Away","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","3"
"22.12.2018","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","5"
"22.12.2018","Away","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","3"
"22.12.2018","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Win","5"
"22.12.2018","Away","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","3"
"04.01.2019","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","4"
"04.01.2019","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Loss","3"
"04.01.2019","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","6"
"04.01.2019","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Win","7"
"04.01.2019","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","2"
"04.01.2019","Away","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","6"
"04.01.2019","Home","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Loss","3"
